company_name,url,year_founded,full_time_employees,company_category,data_types,description
"Lumesis, Inc.",www.lumesis.com,2010,11-50,Data/Technology,,"Founded in 2010, Lumesis Inc. is a financial technology company focused on providing business  efficiency, data and regulatory solutions for the Municipal marketplace under the DIVER brand. Providing access to hundreds of datasets, DIVER solutions leverage the most current economic and demographic data available from both public and private sources. Our solutions are tailored to address the unique needs of our clients comprised of  U.S. Banks, Broker/Dealers, Asset Managers, Insurance Companies, Hedge Funds and others."
Mango Transit,http://www.windowsphone.com/en-us/store/app/mango-transit/34083d75-dca6-4631-99be-4f9a3813dd73,2011,NA,Geospatial/Mapping,,Mango Transit is an advanced public transit app for Windows Phone powered by Bing and Nokia.
Mapbox,mapbox.com,2011,11-50,Geospatial/Mapping,"Geospatial/Mapping, Tourism, Transportation, Weather","Mapbox is an open source platform for designing and publishing maps and geographical data for both mobile and on the web. On Mapbox.com you can sign up and create a map within minutes, then simply embed the map via copy/paste on the web or build complex applications for web or mobile with it. Power anything from the contact page on a small blog to data visualizations of billions of data points to base maps for massive traffic on large scale sites. 

<p>We started Mapbox to make it easy for anyone to design and publish a beautiful custom map. Our platform gives developers the power to make maps that embody their product and brand. Mapbox helps you find bars on foursquare, search for hotels on Hipmunk, and organize notes in Evernote. With our global, autoscaling infrastructure and cross-device compatibility, integrating our maps into your apps is easy even if you have millions of users. Over the last 3 years our team of dedicated cartographers, data analysts, and software engineers has built our entire stack using open source software and open data.</p>"
Maponics,http://www.maponics.com/,2001,11-50,Geospatial/Mapping,,"Maponics builds and defines geographic boundaries that are meaningful at the local level, such as neighborhood boundaries, ZIP Codes, and school attendance zones. With our new geospatial analytics product, Context, customers are able to get insight into local character by syncing lifestyle and behavioral analytics to our GIS data products or customized polygons.

<p>Licensing Maponics map data, or contracting with Maponics for custom data needs, ensures that our customers deploy their offerings fast, accurately, and with a low total cost. We deliver map data in a wide range of formats, including API.</p>"
MapQuest,http://www.mapquest.com,1967,51-200,Geospatial/Mapping,Geospatial/Mapping,"Building on the core premise of providing accurate maps and directions to millions of people everyday, MapQuest.com helps people find local information, create trips or journeys and customize, personalize and share them with others."
"Marinexplore, Inc.",www.marinexplore.com,2012,1-10,Geospatial/Mapping,,"<p>Marinexplore is a big data company making it easy to work with planetary assets. Its core product MarineOS is a Cloud platform designed for spatio-temporal data, that enables to collecting, integrate, organize, process, visualize and distribute all major types, formats and conventions of ocean data. </p>

<p>Marinexplore Global Public Data Initiative - Marinexplore.org - is a growing global partner network of 32 institutions offering fast access to a rich directory of well-organized environmental data from 40,000+ data streams. It provides powerful tools to find, explore and share ocean data, used by 7,000 data professionals.</p>"
MarketSense,http://www.marketsense.com/,2013,1-10,Business & Legal Services,,"MarketSense is committed to providing actionable intelligence to create a more prosperous world by combining big data and digital marketing expertise. We work directly with businesses, provide data aggregation, analysis and management services, and fully support agencies and their needs."
Marlin & Associates,http://www.marlinllc.com,2002,11-50,Finance & Investment,,"Marlin & Associates is an independent boutique financial and strategic advisory firm and investment bank focused on advising owners and managers of U.S. and international companies that provide software, data, and related services. The firm is based in New York City, with offices in San Francisco, CA, Washington, DC, Toronto, Canada, and Hong Kong, China.  

<p>Marlin & Associates Securities LLC, a wholly-owned subsidiary of Marlin & Associates Holding LLC, is a broker-dealer registered with the Securities and Exchange Commission and is a FINRA/SIPC member firm. Investment banking and/or securities are offered through Marlin & Associates Securities LLC.</p>"
Marlin Alter and Associates,http://www.marlinalter.com/,,NA,Business & Legal Services,,"Marlin, Alter & Associates provides background information on individuals and businesses."
McGraw Hill Financial,http://www.mhfi.com,1919,"10,001+",Finance & Investment,Economics,"McGraw Hill Financial is a content and analytics company serving the capital and commodity markets. 

<p>We are home to some brands in finance and business, including: Standard & Poor’s Ratings Services, S&P Capital IQ, S&P Dow Jones Indices, Platts, J.D. Power, and McGraw Hill Construction. Our independent credit ratings, indices, analytics, price assessments and research provide clients with the intelligence to manage risk and identify opportunities to grow.</p>"
McKinsey,http://www.mckinsey.com,1926,"10,001+",Research & Consulting,,"McKinsey & Company is a global management consulting firm that advises the world's leading businesses, governments, and institutions. We work with organizations across the private, public and social sectors. We have deep functional and industry expertise as well as breadth of geographical reach."
MedWatcher,http://www.medwatcher.org,2010,NA,Healthcare,,"MedWatcher is a web and mobile tool for both healthcare professionals and consumers that promotes drug, device, and vaccine safety. MedWatcher allows users to submit adverse event reports to the FDA using a streamlined form while providing them with real-time notifications of government safety alerts, reported adverse events, news and research, and social media activity for specified products. Endorsed and co-branded by the FDA, MedWatcher currently covers all US drugs, devices, and vaccines, with expansion into the EU in progress. 
 
<p>Half of all Americans take a prescription drug, yet 86% of adverse drug events go unreported, according to HHS, with most reports coming from manufacturers. Reports that do get submitted are processed by the FDA and made public on an irregular basis -- monthly, quarterly, or sometimes even less frequently. This information system is slow, resulting in many missed safety signals, and puts patients at risk.</p>
 
<p>MedWatcher tackles this issue by making it vastly easier to report adverse events and by sharing adverse event data immediately with patient and provider communities. With direct involvement from patients, a high volume of data, and a user-friendly, transparent system, MedWatcher is a powerful tool for making drugs, devices, and vaccines safer.</p>"
Mercaris,http://www.mercaris.com/,2012,1-10,Food & Agriculture,,"Mercaris provides market data and online trading for organic, non-GMO and other identity-preserved agricultural commodities. This includes cash market price data, trade statistics, and other information. Mercaris also allows buyers and sellers to meet online to procure commodity crops and discover price. This information has never before been available to market participants in an accessible, relevant manner."
Merrill Corp.,http://www.merrillcorp.com,1968,"10,001+",Data/Technology,,"Merrill Corporation offers business communication and information management outsourcing services. The Company offers document and data management, litigation support, branded communication programs, fulfillment, imaging, and printing services. Merrill DataSite provides a secure virtual workspace service that optimizes collaboration and information management across enterprises. Merrill serves customers worldwide."
Merrill Lynch,http://www.ml.com/index.asp?id=7695_15125,1914,"10,001+",Finance & Investment,,"Merrill Lynch is one of the largest wealth management businesses in the world. The solutions our Financial Advisors offer include college savings strategies, retirement planning, eldercare, philanthropy, estate planning, small business services and cash management and banking solutions. Merrill Lynch Financial Advisors draw upon the combined investment insights of Merrill Lynch and the banking strength of Bank of America to unlock opportunities tailored to their clients’ needs in all areas of their financial lives. Merrill Lynch Global Wealth Management is part of Bank of America Corporation’s Global Wealth & Investment Management business."
MetLife,https://www.metlife.com,1868,"10,001+",Insurance,,"MetLife, Inc. is a global provider of insurance, annuities and employee benefit programs, serving 90 million customers."
mHealthCoach,http://mhealthcoach.com,2010,1-10,Healthcare,Health/Healthcare,"mHEALTHCoach offers an evidence base care coordination technology platform that automates patient follow up and safety monitoring tasks. Through the integration of Web-based tools, the mobile Internet, rich media, and powerful database technology, mHealthCoach is dedicated to improving efficiency, productivity and possibilities for the healthcare community, in order to bring about greater overall patient care. mHealthCoach offers solutions for patients, providers, pharmacies, medical practices, facilities and communities, and pharmaceutical companies.

<p>Routine follow up visits are scripted as mobile and web sessions that keep providers, patients and care-givers connected in-between clinical visits. The automated plans track patient progress and monitor symptoms. The platform has clinical rules and medication safety monitoring guidelines that focus the care team’s attention on the patients who need most follow up care.</p>"
MicroBilt Corporation,http://www.microbilt.com/,1978,201-500,Business & Legal Services,,"MicroBilt Corporation is a source and provider of decision critical information that responsibly assists businesses in reducing risk and managing their business. MicroBilt provides online access to consumer and commercial credit bureau data with automated decisioning and collection services. With its PRBC Consumer Report with the FICO Expansion Score, MicroBilt is a leading provider of alternative credit data to businesses that want to offer credit and other financial services to the approximately 110 million underserved and underbanked consumers in the United States.

<p>MicroBilt is also a provider of proprietary financial data with its Integra Data which offers industry benchmarks, norms, valuation data, risk management tools, and other private company financial data that help companies get the answers they need when they need them. The company enables businesses to enhance their content offerings by delivering private labeled content or web sites to their established online communities. </p>"
Microsoft Windows Azure Marketplace,http://datamarket.azure.com,2010,"10,001+",Data/Technology,,The Windows Azure Marketplace is an online market for buying and selling finished Software as a Service (SaaS) applications and premium datasets. The Windows Azure Marketplace helps connect companies seeking innovative cloud-based solutions with partners who have developed solutions that are ready to use.
Mint,https://www.mint.com,2006,"5,001-10,000",Finance & Investment,,Mint's mission is to help people understand and do more with their money. Mint automatically pulls all your financial information into one place. It does all the work of organizing and categorizing your spending for you.
Moody's,https://www.moodys.com,1909,"1,001-5,000",Finance & Investment,"Demographics & Social, Economics","Moody's provides credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets. Moody's Corporation is the parent company of Moody's Investors Service, which provides credit ratings and research covering debt instruments and securities, and Moody's Analytics, which offers software, advisory services and research for credit and economic analysis and financial risk management."
Morgan Stanley,http://www.morganstanley.com,1935,"10,001+",Finance & Investment,Finance,"Morgan Stanley is a global financial services company that provides products and services to corporations, governments, financial institutions and individuals. The company is a financial holding company that operates in three segments: Institutional Securities, Global Wealth Management Group and Asset Management. Morgan Stanley provides financial advisory and capital-raising services to a group of corporate and other institutional clients worldwide."
"Morningstar, Inc.",http://www.morningstar.com,1984,"1,001-5,000",Finance & Investment,,"Morningstar provides independent investment research to investors worldwide. It offers Internet, software, and print-based products for individuals, financial advisors, and institutions. It also supplies asset-management services to advisors, institutions, and retirement-plan participants.

<p>Morningstar provides data on approximately 446,000 investment offerings, including stocks, mutual funds, and similar vehicles, along with real-time global market data on more than 10 million equities, indexes, futures, options, commodities, and precious metals, in addition to foreign exchange and Treasury markets.</p>"
Mozio,http://www.mozio.com/,2011,11-50,Transportation,Transportation,"Mozio is an airport ground transportation search and booking engine and API. We partner with all the local shared-ride shuttles, airporters, taxis, limos and transit to help travelers go that final miles. Our API supports many top travel brands and allows them to upsell local ground transportation."
MuckRock.com,https://www.muckrock.com,2010,1-10,Business & Legal Services,Legal,"MuckRock makes it easier to file Freedom of Information Act requests so that its clients  can focus on analyzing and reporting on the issues. MuckRock is an open government tool powered by state and federal Freedom of Information laws and you: Requests are based on your questions, concerns and passions, and you are free to embed, share and write about any of the verified government documents hosted here."
Munetrix,www.munetrix.com,2010,1-10,Governance,,"Munetrix is a web-based information source designed to give easy-to-understand access to financial information for municipal governments. The tool allows for building long-term financial forecasts and trend analysis including fiscal indicator scores, best-practice benchmarking and peer group comparisons."
Municode,http://www.municode.com,1951,51-200,Business & Legal Services,Legal,"The planning and zoning communities don't take a cookie-cutter approach to their products, and neither does Municode. Whether you're looking to publish a traditional zoning or land development code, a form-based code, or even a SmartCode, Municode can deliver in both online and print media. Municode is a codifier, providing a wealth of legal, editorial, and publishing services for public and private sector customers."
National Van Lines,http://www.nationalvanlines.com,1901,51-200,Transportation,Geospatial/Mapping,"National Van Lines is a family-owned national moving company that provides ovide full-service moving, packing, and storage services for all our residential or commercial clients."
Nationwide Mutual Insurance Company,http://www.nationwide.com,1926,"10,001+",Insurance,,"Nationwide provides a full range of personalized insurance and financial services, including auto insurance, motorcycle, boat, homeowners, life insurance, farm, commercial insurance, administrative services, annuities, mortgages, mutual funds, pensions, long-term savings plans and health and productivity services."
Nautilytics,http://www.nautilytics.com,2013,1-10,Data/Technology,Agriculture & Food,"Nautilytics develops software that enables businesses to understand and make informed decisions from complex and dynamic data. We assembled a team of economists, human-computer interaction specialists, software developers, and designers to create our advanced analytics and data visualization software."
Navico,www.navico.com,2005,"1,001-5,000",Geospatial/Mapping,,"Navico's vision is to lead marine electronics with outstanding solutions for performance, safety and enjoyment on the water, through a compelling 'house of brands' approach."
NERA Economic Consulting,http://www.nera.com/,1961,"501-1,000",Research & Consulting,,"NERA Economic Consulting is a global firm dedicated to applying economic, finance, and quantitative principles to complex business and legal challenges. For over half a century, NERA's economists create strategies, studies, reports, expert testimony, and policy recommendations for government authorities and leading law firms and corporations. "
NerdWallet,http://www.nerdwallet.com,2009,11-50,Finance & Investment,,"At NerdWallet, we are nerds who create great tools, crunch numbers and give you all the results - unfiltered and unbiased - no matter the money question -- banking, insurance, health care, investments, education, housing, travel, shopping. We offer data-driven tools and impartial information to help make solid decisions about money.

<p>We are
- Clear: Our tools are user friendly.
- Unbiased: We use a numbers-based, analytic approach to give objective results.
- Personalized: We customize results based on financial preferences.
- Complete: Some sites list only products or services that make them money. We include everything we can find.</p>

<p>Some ways we can help guard your money:
- Choose credit cards: We help you find ones that will save you the most and give the best rewards.
- Find deals: We help you shop smart - bargains, coupons and more.
- Invest money: We help you avoid rip-offs and figure out where your money can stay safe and grow.
- Stay or get healthy: We help you find affordable healthcare, from the best insurance to the best hospitals.
- Pay for college: We help you find scholarships, calculate loans and compare colleges, including law schools and MBA programs.</p>"
New Media Parents,http://mommaps.com/,2009,1-10,Geospatial/Mapping,,"Mom Maps helps you find family fun places, and kid friendly locations on the go. Mom Maps allows you to search our extensive list of kids' parks, kids' playgrounds, kids' restaurants, kids' museums and kids' indoor play areas, by category or zip code. In addition to a comprehensive kids' play guide, you'll find contact information, reviews by parents, for parents and directions. Over 32,000 locations are supported.

Mom Maps is unique because it enables users to tap the collective wisdom of other parents and caregivers. Locations in our extensive database are parent-recommended and include tips, reviews, photos and video so that users can find places that best suit their child's interests. Mom Maps also partners with top parent bloggers and family travel experts to map their kid-friendly recommendations."
Next Step Living,http://www.nextstepliving.com,2008,"501-1,000",Energy,Energy,"Next Step Living's mission is to make it easy, affordable and rewarding for homeowners to implement energy-saving solutions. A one-stop resource for informed advice, expert workmanship and guidance about available incentives and rebates, Next Step Living partners with more than 400 municipalities, civic organizations and leading corporations to deliver energy-efficient and environmentally friendly solutions. Those solutions include: home energy evaluations, weatherization work (air sealing and insulation), roofing and windows, heating and cooling (ductless mini splits, HVAC systems), and solar panel installation."
NextBus,http://www.nextbus.com,1997,11-50,Transportation,"Geospatial/Mapping, Transportation","NextBus is a Software-as-a-Service (SaaS) solution that improves transit passengers’ lives and makes their travel experience better with accurate, real-time arrival information about buses, subways and trains. NextBus also offers travelers a host of other options including a GPS-enabled mobile website for smartphones that instantly recognizes the nearest stops in proximity order and provides real-time arrival information with multiple language capability (English, Spanish and French), and an easy-to-use website compatible with the American Disabilities Act (ADA) guidelines. The company also provides a robust set of real-time management and dispatch tools that enable transit operators to effectively manage their systems, and is a real-time transit technology leader, providing the industry's most accurate algorithm for predicting arrival times."
nGAP Incorporated,ngap.com,2008,11-50,Governance,,"nGAP develops and markets acquisition solutions for government and other large organizations. Their experience with government contracting requirements provides the insight needed to create the financial and operational control large organizations expect. Their solutions conform to the strict regulations that their customers are required to follow. In addition, they incorporate forms libraries so that their solutions produce outputs in formats that each agency requires and can use within their own legacy systems.

nGAP developers are also experienced in integrating solutions with legacy and financial systems, thereby providing increased value and assisting customers with accomplishing their core missions. Sitting on top of our contracting and order processing functions is a comprehensive reporting capability that can house data from a multitude of systems and agencies. Using forensic and reporting tools, nGAP's customers can implement oversight objectives across and within all organizational elements."
Nielsen,http://www.nielsen.com/us/en.html,1964,"10,001+",Research & Consulting,,"Nielsen Holdings is a global information and measurement company with positions in marketing and consumer information, television and other media measurement, online intelligence and mobile measurement."
Noesis,https://www.noesisenergy.com/site/,1986,11-50,Energy,,"Noesis Energy is an intelligent energy management platform for commercial and industrial energy professionals. Bridging the gap between people, processes and technology, our analytics tools, energy market data, educational resources and community of experts empower users – from in-house energy managers to third-party consultants – to make more informed, actionable energy management decisions."
NonprofitMetrics,https://www.nonprofitmetrics.com,2013,1-10,Data/Technology,,"NonprofitMetrics is an analytics website that provides business intelligence on the nonprofit sector. Our customers are financial services, accounting, and IT firms that sell to nonprofit organizations, including associations and foundations. We help our customers identify specific types of nonprofits, find relationships to these nonprofits, and stay up-to-date on market trends. To achieve this, we collect, digitize, and analyze dozens of data sources to collect massive amounts of data on nonprofits, which we then package into an easy-to-use website with powerful tools make this information meaningful and actionable.

<p>For example, using NonprofitMetrics you can identify trade associations in the DC metro area that are growing at least 10% per year, have more than $5M in revenues, and use the Rackspace cloud to host their website. Or you can identify cultural institutions in Midwest that spend at least 5% of their budget on investment management fees. Or you can find the names and email addresses of chief finance officers at foundations whose endowments have more than $10M in corporate bonds.</p>"
North American Van Lines,http://northamericanvanlines.com,1933,"501-1,000",Transportation,Geospatial/Mapping,"North American Van lines provides relocation solutions. It offers moving services, which include local residential or corporate, long-distance or interstate, and international moves; packing, loading/unloading, and transporting services. North American can also provide individuals with real estate and mortgage assistance through our sister relocation company."
Noveda Technologies,www.noveda.com,2007,51-200,Data/Technology,Energy,"Noveda Technologies is an provider of real-time, web-based energy and water monitoring. The company’s hardware, software and consulting services help reduce energy and water usage, optimize performance of renewable energy systems, and increase green footprint for customers across commercial/retail, industrial, government, education, and utility sectors. Noveda also offers complementary energy and water education and training programs and has a global presence, with offices in the US, UK, India and Israel."
NuCivic,http://www.nucivic.com,2011,11-50,Governance,,"<p>NuCivic builds, delivers, and supports an eponymous suite of ""Open SaaS"" civic software solutions for governments and non-profit organizations worldwide. Our mission is to improve the efficacy of civic organizations and governments, by making innovative knowledge management solutions accessible at an affordable cost.</p>

<p>NuCivic solutions are based on distributions (specialized configurations), of the Drupal CMS that runs many of the world's most complex civic websites.  Thus, NuCivic incorporates technical innovation from more than 20,000 engineers that have contributed code to Drupal. NuCivic solutions are delivered as ""OpenSaaS""-- turnkey hosted and supported software-as-a-service (SaaS), but still truly open-source, such that a customer can export their solution and redeploy it in their own environment at any time.</p>
 
<p>Our first NuCivic product is ""NuCivic Data,"" the OpenSaaS service based on our DKAN distribution of Drupal. DKAN provides a full suite of open data cataloging, publishing and visualization features, plus rich content and community management features. DKAN is API-compatible with CKAN, the popular Python-based software widely deployed by many national governments.</p>"
Numedii,http://numedii.com,2008,1-10,Scientific Research,,NuMedii discovers and de-risks effective new drugs for specific patient subgroups by translating life sciences Big Data into therapies with a higher probability of therapeutic success.
Oliver Wyman,http://www.oliverwyman.com/index.html,1984,"1,001-5,000",Research & Consulting,Transportation,"Oliver Wyman is a leading global management consulting firm. We combine deep industry knowledge with specialized expertise in strategy, operations, risk management, and organization transformation."
OnDeck,www.ondeck.com,2007,201-500,Finance & Investment,,"<p>Launched in 2007, OnDeck uses data aggregation and electronic payment technology to evaluate the financial health of small and medium sized businesses and efficiently deliver capital to a market under-served by banks. Through the OnDeck platform, millions of small businesses can obtain affordable loans with a fraction of the time and effort that it takes through traditional channels. The company's proprietary credit models look deeper into the health of businesses, focusing on overall business performance, rather than the owner's personal credit history. The OnDeck system also provides a critically needed mechanism for financial institutions and other business service providers to efficiently reach the Main Street small business market. </p>

<p>OnDeck has deployed over $1 billion in capital to tens of thousands of businesses across 725 different industries. It was recently named to Forbes' 100 Most Promising Companies in America list and Inc. 500/5000 for a second year in a row. The company has earned A+ rating with the BBB.</p>"
OnStar,https://www.onstar.com/web/portal/home?g=1,1995,"10,001+",Geospatial/Mapping,,"OnStar is a subsidiary of General Motors. It provides an in-vehicle security, communications, and diagnostics system — available on more than 50 GM models.

<p>OnStar provides vehicle-integrated safety and security solutions, value-added mobility services, and information technology services. The company provides hands-free calling, automatic crash response, stolen vehicle assistance, roadside assistance, and navigation services.</p>"
"Ontodia, Inc",ontodia.com,2011,1-10,Data/Technology,,"Ontodia is an urban informatics start-up focused on enabling actionable, hyperlocalized decisions. It does this by converting raw data - taken from disparate sources - both public and private, extracting knowledge and insight.  From big data to small, actionable knowledge. It does this by using its ""crowdknowing"" technique to create Collective Knowledge Systems that leverage ""semantics, statistics, algorithm and the crowd"" to develop self-reinforcing Linked Data Networks that leverage the best of Humans and Machines to create a federated, curated Knowledge Commons, one open data city at a time."
Onvia,http://www.onvia.com,2000,51-200,Governance,,"Onvia helps businesses achieve a competitive advantage by delivering timely and actionable sales opportunities and information. Onvia offers extensive coverage of government purchasing activity in addition to commercial and residential projects in development for markets such as architecture and engineering, construction, IT/telecom, business consulting services, operations and maintenance, and transportation.

<p>Onvia tracks, analyzes and reports the spending of tens of thousands of federal, state and local government agencies, giving companies a single source for conducting open, intelligent and efficient business with government. Onvia provides an exclusive suite of integrated business tools for a wide variety of industries including Project Center with Term Contracts & Awards, Agency Center, Vendor Center and Spending Forecast Center for a wide variety of industries. Onvia also offers DemandStar, the automated system that streamlines agency procurement processes.</p>"
Open Data Nation,www.opendatanation.com,2015,1-10,Research & Consulting,"Agriculture & Food, Business, Demographics & Social, Economics, Environment, Finance, Geospatial/Mapping, Government Operations, Health/Healthcare, Housing, Legal, Science and Research, Public Safety, Transportation, Weather","Open Data Nation (opendatanation.com) creates plug-and-play, productivity-based solutions that combine open, public data with data science techniques to increase transparency and productivity of public agencies. Open Data Nation does more than map and dashboard open data. We use open data to predict outcomes, prioritize resources, and establish data-driven performance metrics.


Open Data Nation is developing a suite of enterprise solutions to tackle the most pressing urban issues, by using open data science. With a click of a button, Open Data Nation’s applications suggest how to allocate resources in real-time, measures the increase speed and cost savings of data-driven decisions, and sets new performance metrics. In doing so, our solutions dynamically quantify a return on investment and isolate unexpected deviations that may signal the need for retraining or the presence of corruption. 


For example, FIVAR (which stands for Food Inspections Violations, Anticipating Risk) uses open data to anticipate which restaurants are likely to have a health code violation (FIVAR.org). By sending inspectors to these locations first, FIVAR identifies 27% more violations, 3 days sooner, and saves an estimated $2 million, on average, each year. 

"
OpenCounter,http://opencounter.us,2013,1-10,Governance,,"OpenCounter helps entrepreneurs to get their businesses up and running more quickly and easily by providing an online interface to the permitting process at City Hall. By making it easier for entrepreneurs to get started, OpenCounter's mission is to help cities foster economic development and job creation. OpenCounter enables business owners to see the requirements, fees, and processing time that will apply to their planned use and location.

<p>Open Counter was built through a partnership between the City of Santa Cruz, CA and Code for America in 2012.</p>"
OpenGov,http://opengov.com,2012,11-50,Governance,,"OpenGov.com builds a web-based platform for state and local government financial data. Legacy accounting systems run on computer code written thirty years ago. These enterprise tools inhibit city administrators, department heads, elected officials, and citizens from directly accessing important budget and financial data. OpenGov.com solves this pain point by offering governments a flexible, powerful software-as-a-service platform.

<p>The OpenGov Platform provides instant access to the budget and visualizes current and historic revenue and expenses‚ from multi-year trends to object-level details. Government officials and citizens use the platform to understand, analyze, and share the financial information.</p>

<p>Comprised of technologists, Silicon Valley entrepreneurs, and government finance experts, OpenGov.com brings affordable and user-friendly financial applications to governments of all sizes. The software-as-a-service platform improves data access, financial decision-making, and builds trust with citizens.</p>"
OpenPlans,http://openplans.org,1999,11-50,Governance,,"OpenPlans builds tools to get cities on the path to better technology, help citizens get the responsive government they should expect, and scale up small discussions to city-wide change. We are a guide to civic technology, incorporating technology, transportation and city planning, an open-source approach, and the standards knowledge necessary to deliver valuable tools to our clients."
"OpportunitySpace, Inc.",opportunityspace.org,2013,1-10,Housing/Real Estate,,"OpportunitySpace collects and analyzes data about public real property - land and buildings owned by governments. We enable administrators to understand their real estate portfolios from an enterprise view. We also help the private sector and community see what real estate the government controls and why. We believe that better access to this information will accelerate the pace of redevelopment and better uses of these assets. The goal is to create higher levels of transparency, engagement and collaboration around the utilization of public real estate and to drive smarter solutions that will result in vibrant, livable communities."
Optensity,http://www.optensity.com,2010,1-10,Data/Technology,,"Optensity, Inc. was founded to put the power of global scale big data, structured, unstructured and multimedia, directly into the hands of the analysts that must extract actionable information from the raw data. Optensity’s AppSymphony platform rapidly builds big data applications in the cloud, developed as a commercial product to transition our wealth of big data knowledge and experience out of the Intelligence Community and into the big data challenges of the public and private sector.

<p>AppSymphony enables data scientists and analysts to rapidly build analytic applications which execute in any type of cloud - hybrid, AWS, and all flavors of Hadoop. Existing analytics written in languages like Java, R, C++ can be migrated to Map-Reduce without writing a single line of code. AppSymphony’s ability to execute analytics at the data means it can be used for business cases such as streaming video data and sensor data streams from the internet of things. AppSymphony’s execution engine also can integrate data from heterogeneous locations and hybrid clouds.</p>"
optiGov,optigov.com,2013,1-10,Governance,,"Optigov is a web-based platform which allows constituencies to monitor local government spending and find governments to access the best vendors and consultants at the most reasonable cost. The express purpose of the website is to provide a market-based model to increase transparency and accountability in government contracting, limit influence of political donors and vendors on government officials, and create efficiencies in government processes, thereby creating cost savings."
OptumInsight,http://www.optuminsight.com,1993,"10,001+",Healthcare,,"OptumInsight (formerly Ingenix) provides analytics, technology, and consulting services to improve the performance of health systems. This UnitedHealth Group subsidiary is one of the largest US health care data companies and helps clients make accurate and cost-effective decisions about medical treatments and insurance coding, as well as where to focus their marketing strategies and research efforts to meet market needs. Its information services include database management (including electronic health records), analytics, and a variety of consulting services to health care providers, insurance firms, government agencies, and life science researchers."
Orlin Research,http://www.orlinresearch.com,2005,1-10,Data/Technology,Health/Healthcare,"The mission of Orlin Research, Inc., is to produce software products that multiply the power and efficiency of empirical research in the social sciences. Our goals are to expand access to complex data sources and to advance the methods of scientific investigation used to analyze them."
OSIsoft,http://www.osisoft.com,1980,"501-1,000",Data/Technology,,"OSIsoft delivers the PI System, the industry standard in enterprise infrastructure, for management of real-time data and events. With installations in 107 countries spanning the globe, the OSIsoft PI System is used in manufacturing, energy, utilities, life sciences, data centers, facilities, and the process industries. This global installed base relies upon the OSIsoft PI System to safeguard data and deliver enterprise-wide visibility into operational, manufacturing and business data. The PI System enables users to manage assets, mitigate risks, comply with regulations, improve processes, drive innovation, make business decisions in real-time, and to identify competitive business and market opportunities."
OTC Markets,http://www.otcmarkets.com/home,1997,51-200,Finance & Investment,,"OTC Markets Group Inc. operates Open, Transparent and Connected financial marketplaces for 10,000 U.S. and global securities. These securities are organized into three, tiered marketplaces (OTCQX® - The Best Marketplace with Qualified Companies; OTCQB® - The Venture Stage Marketplace with U.S. Reporting Companies; and OTC Pink® - The Open Marketplace with Variable Reporting Companies) based on the quality and quantity of information the companies make available. 

<p>This organization provides investors with the information necessary to intelligently analyze, value, and trade through any broker at the best possible price. OTC Link® ATS, an SEC-registered Alternative Trading System (ATS), directly links a diverse network of broker-dealers that provide liquidity and execution services for a wide spectrum of securities.</p>"
Outline,http://outline.com,2012,201-500,Governance,Demographics & Social,"Outline Systems is an Insurance Technology firm that helps Insurers grow by improving the efficiency and effectiveness of their distribution channels. Our products are developed by Insurers for Insurers. Our suite of products addresses all aspects of managing an Insurer’s Distribution workforce from getting Producers and Agency personnel onboard, cultivating relationships with your workforce that leads to deeper engagement and lastly, optimizing your compensation dollars to drive targeted payouts -- incentivizing behaviors that deliver your business objectives in a cost-effective manner."
Oversight Systems,http://www.oversightsystems.com,2003,51-200,Business & Legal Services,Legal,"Oversight Systems, Inc. is a privately-held, Atlanta-based software company whose continuous transaction monitoring solutions help Fortune 500 companies in a variety of industries solve problems related to governance, risk and compliance. Oversight’s mission is to transform operational analysis. 

<p>Oversight Systems works with consulting firms and business-process experts to design new Insights On Demand. Companies share with us current processes for analyzing data and generating conclusions, and we translate those processes to our Operational Analysis Platform for the automated creation of Insights On Demand.</p>"
Overture Technologies,http://www.overturecorp.com/,2000,1-10,Data/Technology,,"The Student Loan Marketplace helps students find and compare private student loans from multiple lenders quickly and easily. As unique visitors to OvertureMarketplace, students complete Net Price Calculator estimates and receive personalized Shopping Sheets through our Conductor application."
Owler,owler.com,2011,51-200,Business & Legal Services,,"Owler is a mobile and online resource that helps you follow, track, and research companies. Get real time updates and news (about your company, your competitors, your clients, your investments), hand-curated from multiple sources."
Palantir Technologies,https://www.palantir.com,2004,"501-1,000",Data/Technology,,"Palantir Technologies builds software platforms that help human experts perform powerful, collaborative analysis of data at scale. Palantir’s software is deployed at public institutions, private enterprises, and in the non-profit sector to address the challenges of responsibly making sense of complex, diverse data.

<p>We currently offer a suite of software applications for integrating, visualizing and analyzing the world's information. We support many kinds of data including structured, unstructured, relational, temporal and geospatial. Palantir's solutions are backed by our data fusion platforms: Palantir Gotham and Palantir Metropolis. </p>

<p>Our products are built for real analysis with a focus on security, scalability, ease of use and collaboration. They are broadly deployed in the intelligence, defense, law enforcement and financial communities, and are spreading rapidly by word of mouth into applications in other industries and realms of impact.</p>

<p>Palantir is headquartered in Palo Alto, CA with offices around the world.</p>"
